node_count, relationship_count, result_count, gpu_conversion_time, gpu_runtime, cypher_runtime, query
2, 4, 4, 6, 105, 207, "MATCH (A)-[:ENEMY_OF]->(B), (A)-[:ALLY_OF]->(B), (B)-[:ENEMY_OF]->(A), (B)-[:ALLY_OF]->(A) RETURN A, B;"
2, 4, 4, 2, 28, 65, "MATCH (A)-[:ALLY_OF]->(B), (A)-[:ENEMY_OF]->(B), (B)-[:ENEMY_OF]->(A), (B)-[:ALLY_OF]->(A) RETURN A, B;"
2, 4, 1, 3, 33, 47, "MATCH (A)-[:LOVES]->(B), (A)-[:ENEMY_OF]->(B), (B)-[:LOVES]->(A), (B)-[:COMPANION_OF]->(A) RETURN A, B;"
2, 4, 2, 4, 72, 90, "MATCH (A)-[:LOVES]->(B), (A)-[:ENEMY_OF]->(B), (B)-[:LOVES]->(A), (B)-[:ENEMY_OF]->(A) RETURN A, B;"
2, 4, 1, 4, 37, 49, "MATCH (A)-[:LOVES]->(B), (A)-[:ENEMY_OF]->(B), (B)-[:LOVES]->(A), (B)-[:ALLY_OF]->(A) RETURN A, B;"
2, 4, 1, 4, 80, 72, "MATCH (A)-[:ENEMY_OF]->(B), (A)-[:LOVES]->(B), (B)-[:LOVES]->(A), (B)-[:COMPANION_OF]->(A) RETURN A, B;"
2, 4, 2, 4, 25, 60, "MATCH (A)-[:ENEMY_OF]->(B), (A)-[:LOVES]->(B), (B)-[:LOVES]->(A), (B)-[:ENEMY_OF]->(A) RETURN A, B;"
2, 4, 1, 4, 22, 50, "MATCH (A)-[:ENEMY_OF]->(B), (A)-[:LOVES]->(B), (B)-[:LOVES]->(A), (B)-[:ALLY_OF]->(A) RETURN A, B;"
2, 4, 1, 6, 60, 46, "MATCH (A)-[:LOVES]->(B), (A)-[:COMPANION_OF]->(B), (A)-[:ENEMY_OF]->(B), (A)-[:ALLY_OF]->(B) RETURN A, B;"
2, 4, 1, 4, 30, 34, "MATCH (A)-[:LOVES]->(B), (A)-[:COMPANION_OF]->(B), (A)-[:ENEMY_OF]->(B), (B)-[:LOVES]->(A) RETURN A, B;"
2, 4, 1, 3, 70, 65, "MATCH (A)-[:LOVES]->(B), (A)-[:COMPANION_OF]->(B), (A)-[:ENEMY_OF]->(B), (B)-[:ENEMY_OF]->(A) RETURN A, B;"
2, 4, 1, 3, 38, 28, "MATCH (A)-[:COMPANION_OF]->(B), (A)-[:LOVES]->(B), (A)-[:ENEMY_OF]->(B), (A)-[:ALLY_OF]->(B) RETURN A, B;"
2, 4, 1, 2, 24, 35, "MATCH (A)-[:COMPANION_OF]->(B), (A)-[:LOVES]->(B), (A)-[:ENEMY_OF]->(B), (B)-[:LOVES]->(A) RETURN A, B;"
2, 4, 1, 7, 82, 44, "MATCH (A)-[:COMPANION_OF]->(B), (A)-[:LOVES]->(B), (A)-[:ENEMY_OF]->(B), (B)-[:ENEMY_OF]->(A) RETURN A, B;"
2, 4, 1, 1, 15, 34, "MATCH (A)-[:ENEMY_OF]->(B), (A)-[:LOVES]->(B), (A)-[:COMPANION_OF]->(B), (A)-[:ALLY_OF]->(B) RETURN A, B;"
2, 4, 1, 2, 19, 30, "MATCH (A)-[:ENEMY_OF]->(B), (A)-[:LOVES]->(B), (A)-[:COMPANION_OF]->(B), (B)-[:LOVES]->(A) RETURN A, B;"
2, 4, 1, 2, 19, 30, "MATCH (A)-[:ENEMY_OF]->(B), (A)-[:LOVES]->(B), (A)-[:COMPANION_OF]->(B), (B)-[:ENEMY_OF]->(A) RETURN A, B;"
2, 4, 1, 2, 49, 39, "MATCH (A)-[:ALLY_OF]->(B), (A)-[:LOVES]->(B), (A)-[:COMPANION_OF]->(B), (A)-[:ENEMY_OF]->(B) RETURN A, B;"
2, 4, 1, 4, 33, 28, "MATCH (A)-[:ALLY_OF]->(B), (A)-[:LOVES]->(B), (A)-[:COMPANION_OF]->(B), (B)-[:LOVES]->(A) RETURN A, B;"
2, 4, 1, 2, 28, 20, "MATCH (A)-[:ALLY_OF]->(B), (A)-[:LOVES]->(B), (A)-[:COMPANION_OF]->(B), (B)-[:ENEMY_OF]->(A) RETURN A, B;"
