node_count, relationship_count, result_count, gpu_conversion_time, gpu_runtime, cypher_runtime, query
6, 12, 2, 3, 32, 30885, "MATCH (A:C)-[:INTERACTS_WITH]->(B:C), (B:C)-[:INTERACTS_WITH]->(C:C), (C:C)-[:INTERACTS_WITH]->(D:C), (D:C)-[:INTERACTS_WITH]->(E:O), (E:O)-[:INTERACTS_WITH]->(F:F), (A:C)-[:INTERACTS_WITH]->(D:C), (A:C)-[:INTERACTS_WITH]->(C:C), (A:C)-[:INTERACTS_WITH]->(A:C), (B:C)-[:INTERACTS_WITH]->(E:O), (B:C)-[:INTERACTS_WITH]->(D:C), (C:C)-[:INTERACTS_WITH]->(E:O), (C:C)-[:INTERACTS_WITH]->(F:F) RETURN A, B, C, D, E, F;"
6, 12, 181, 3, 28, 10546, "MATCH (A:T)-[:INTERACTS_WITH]->(B:T), (B:T)-[:INTERACTS_WITH]->(C:T), (C:T)-[:INTERACTS_WITH]->(D:T), (D:T)-[:INTERACTS_WITH]->(E:T), (E:T)-[:INTERACTS_WITH]->(F:T), (A:T)-[:INTERACTS_WITH]->(A:T), (B:T)-[:INTERACTS_WITH]->(F:T), (C:T)-[:INTERACTS_WITH]->(E:T), (C:T)-[:INTERACTS_WITH]->(C:T), (D:T)-[:INTERACTS_WITH]->(F:T), (D:T)-[:INTERACTS_WITH]->(D:T), (F:T)-[:INTERACTS_WITH]->(F:T) RETURN A, B, C, D, E, F;"
6, 12, 765, 3, 64, 18742, "MATCH (A:T)-[:INTERACTS_WITH]->(B:T), (B:T)-[:INTERACTS_WITH]->(C:T), (C:T)-[:INTERACTS_WITH]->(D:T), (D:T)-[:INTERACTS_WITH]->(E:T), (E:T)-[:INTERACTS_WITH]->(F:T), (A:T)-[:INTERACTS_WITH]->(A:T), (B:T)-[:INTERACTS_WITH]->(F:T), (B:T)-[:INTERACTS_WITH]->(E:T), (C:T)-[:INTERACTS_WITH]->(F:T), (C:T)-[:INTERACTS_WITH]->(E:T), (C:T)-[:INTERACTS_WITH]->(C:T), (D:T)-[:INTERACTS_WITH]->(F:T) RETURN A, B, C, D, E, F;"
6, 12, 757, 3, 72, 15506, "MATCH (A:T)-[:INTERACTS_WITH]->(B:T), (B:T)-[:INTERACTS_WITH]->(C:T), (C:T)-[:INTERACTS_WITH]->(D:T), (D:T)-[:INTERACTS_WITH]->(E:T), (E:T)-[:INTERACTS_WITH]->(F:T), (A:T)-[:INTERACTS_WITH]->(A:T), (B:T)-[:INTERACTS_WITH]->(F:T), (B:T)-[:INTERACTS_WITH]->(E:T), (C:T)-[:INTERACTS_WITH]->(F:T), (C:T)-[:INTERACTS_WITH]->(E:T), (C:T)-[:INTERACTS_WITH]->(C:T), (F:T)-[:INTERACTS_WITH]->(F:T) RETURN A, B, C, D, E, F;"
6, 12, 756, 3, 69, 17963, "MATCH (A:T)-[:INTERACTS_WITH]->(B:T), (B:T)-[:INTERACTS_WITH]->(C:T), (C:T)-[:INTERACTS_WITH]->(D:T), (D:T)-[:INTERACTS_WITH]->(E:T), (E:T)-[:INTERACTS_WITH]->(F:T), (A:T)-[:INTERACTS_WITH]->(A:T), (B:T)-[:INTERACTS_WITH]->(E:T), (B:T)-[:INTERACTS_WITH]->(D:T), (C:T)-[:INTERACTS_WITH]->(E:T), (C:T)-[:INTERACTS_WITH]->(F:T), (C:T)-[:INTERACTS_WITH]->(C:T), (D:T)-[:INTERACTS_WITH]->(F:T) RETURN A, B, C, D, E, F;"
6, 12, 948, 3, 55, 16580, "MATCH (A:T)-[:INTERACTS_WITH]->(B:T), (B:T)-[:INTERACTS_WITH]->(C:T), (C:T)-[:INTERACTS_WITH]->(D:T), (D:T)-[:INTERACTS_WITH]->(E:T), (E:T)-[:INTERACTS_WITH]->(F:T), (A:T)-[:INTERACTS_WITH]->(A:T), (B:T)-[:INTERACTS_WITH]->(E:T), (B:T)-[:INTERACTS_WITH]->(D:T), (C:T)-[:INTERACTS_WITH]->(E:T), (C:T)-[:INTERACTS_WITH]->(F:T), (C:T)-[:INTERACTS_WITH]->(C:T), (E:T)-[:INTERACTS_WITH]->(E:T) RETURN A, B, C, D, E, F;"
6, 12, 202, 4, 29, 16998, "MATCH (A:T)-[:INTERACTS_WITH]->(B:T), (B:T)-[:INTERACTS_WITH]->(C:T), (C:T)-[:INTERACTS_WITH]->(D:T), (D:T)-[:INTERACTS_WITH]->(E:T), (E:T)-[:INTERACTS_WITH]->(F:T), (A:T)-[:INTERACTS_WITH]->(A:T), (B:T)-[:INTERACTS_WITH]->(E:T), (B:T)-[:INTERACTS_WITH]->(D:T), (C:T)-[:INTERACTS_WITH]->(E:T), (C:T)-[:INTERACTS_WITH]->(C:T), (D:T)-[:INTERACTS_WITH]->(F:T), (E:T)-[:INTERACTS_WITH]->(E:T) RETURN A, B, C, D, E, F;"
6, 12, 1249, 3, 90, 30470, "MATCH (A:T)-[:INTERACTS_WITH]->(B:T), (B:T)-[:INTERACTS_WITH]->(C:T), (C:T)-[:INTERACTS_WITH]->(D:T), (D:T)-[:INTERACTS_WITH]->(E:T), (E:T)-[:INTERACTS_WITH]->(F:T), (A:T)-[:INTERACTS_WITH]->(E:T), (A:T)-[:INTERACTS_WITH]->(D:T), (B:T)-[:INTERACTS_WITH]->(E:T), (B:T)-[:INTERACTS_WITH]->(D:T), (B:T)-[:INTERACTS_WITH]->(B:T), (C:T)-[:INTERACTS_WITH]->(E:T), (E:T)-[:INTERACTS_WITH]->(E:T) RETURN A, B, C, D, E, F;"
6, 12, 581, 3, 111, 33591, "MATCH (A:T)-[:INTERACTS_WITH]->(B:T), (B:T)-[:INTERACTS_WITH]->(C:T), (C:T)-[:INTERACTS_WITH]->(D:T), (D:T)-[:INTERACTS_WITH]->(E:T), (E:T)-[:INTERACTS_WITH]->(F:T), (A:T)-[:INTERACTS_WITH]->(E:T), (A:T)-[:INTERACTS_WITH]->(D:T), (B:T)-[:INTERACTS_WITH]->(E:T), (B:T)-[:INTERACTS_WITH]->(D:T), (B:T)-[:INTERACTS_WITH]->(F:T), (B:T)-[:INTERACTS_WITH]->(B:T), (C:T)-[:INTERACTS_WITH]->(E:T) RETURN A, B, C, D, E, F;"
6, 12, 550, 3, 97, 33764, "MATCH (A:T)-[:INTERACTS_WITH]->(B:T), (B:T)-[:INTERACTS_WITH]->(C:T), (C:T)-[:INTERACTS_WITH]->(D:T), (D:T)-[:INTERACTS_WITH]->(E:T), (E:T)-[:INTERACTS_WITH]->(F:T), (A:T)-[:INTERACTS_WITH]->(E:T), (A:T)-[:INTERACTS_WITH]->(D:T), (B:T)-[:INTERACTS_WITH]->(E:T), (B:T)-[:INTERACTS_WITH]->(D:T), (B:T)-[:INTERACTS_WITH]->(F:T), (B:T)-[:INTERACTS_WITH]->(B:T), (D:T)-[:INTERACTS_WITH]->(F:T) RETURN A, B, C, D, E, F;"
