node_count, relationship_count, result_count, gpu_conversion_time, gpu_runtime, cypher_runtime, query
5, 4, 23, 3, 119, 10, "MATCH (A)-[:IS_A]->(B), (B)-[:ENEMY_OF]->(C), (C)-[:IS_A]->(D), (D)-[:COMES_FROM]->(E) RETURN A, B, C, D, E;"
5, 4, 53, 2, 10, 9, "MATCH (A)-[:IS_A]->(B), (B)-[:ENEMY_OF]->(C), (C)-[:IS_A]->(D), (D)-[:ENEMY_OF]->(E) RETURN A, B, C, D, E;"
5, 4, 41, 1, 18, 8, "MATCH (A)-[:IS_A]->(B), (B)-[:ENEMY_OF]->(C), (C)-[:LOVES]->(D), (D)-[:IS_A]->(E) RETURN A, B, C, D, E;"
5, 4, 666, 1, 10, 11, "MATCH (A)-[:IS_A]->(B), (B)-[:ENEMY_OF]->(C), (C)-[:LOVES]->(D), (D)-[:APPEARED_IN]->(E) RETURN A, B, C, D, E;"
5, 4, 23, 1, 98, 11, "MATCH (A)-[:IS_A]->(B), (B)-[:ENEMY_OF]->(C), (C)-[:LOVES]->(D), (D)-[:COMES_FROM]->(E) RETURN A, B, C, D, E;"
5, 4, 766, 2, 14, 11, "MATCH (A)-[:IS_A]->(B), (B)-[:ENEMY_OF]->(C), (C)-[:LOVES]->(D), (D)-[:ENEMY_OF]->(E) RETURN A, B, C, D, E;"
5, 4, 6774, 1, 13, 43, "MATCH (A)-[:IS_A]->(B), (B)-[:ENEMY_OF]->(C), (C)-[:ENEMY_OF]->(D), (D)-[:APPEARED_IN]->(E) RETURN A, B, C, D, E;"
5, 4, 902, 1, 12, 18, "MATCH (A)-[:IS_A]->(B), (B)-[:ENEMY_OF]->(C), (C)-[:ENEMY_OF]->(D), (D)-[:IS_A]->(E) RETURN A, B, C, D, E;"
5, 4, 1532, 1, 13, 15, "MATCH (A)-[:IS_A]->(B), (B)-[:ENEMY_OF]->(C), (C)-[:ENEMY_OF]->(D), (D)-[:COMES_FROM]->(E) RETURN A, B, C, D, E;"
5, 4, 756, 1, 13, 10, "MATCH (A)-[:IS_A]->(B), (B)-[:ENEMY_OF]->(C), (C)-[:ENEMY_OF]->(D), (D)-[:OWNS]->(E) RETURN A, B, C, D, E;"
5, 4, 56784, 1, 33, 287, "MATCH (A)-[:IS_A]->(B), (B)-[:ENEMY_OF]->(C), (C)-[:ENEMY_OF]->(D), (D)-[:ENEMY_OF]->(E) RETURN A, B, C, D, E;"
