node_count, relationship_count, result_count, gpu_conversion_time, gpu_runtime, cypher_runtime, query
2, 1, 2451, 360, 677, 351, "MATCH (A:Person:Actor:Director)-[:DIRECTED]->(B:Movie) RETURN A, B;"
2, 1, 4353, 124, 22, 133, "MATCH (A:Person:Actor:Director)-[:ACTS_IN]->(B:Movie) RETURN A, B;"
2, 1, 94700, 179, 112, 386, "MATCH (A:Person:Actor)-[:ACTS_IN]->(B:Movie) RETURN A, B;"
2, 1, 94700, 153, 65, 188, "MATCH (A:Person:Actor)-[:ACTS_IN]->(B:Movie) RETURN A, B;"
2, 1, 11915, 159, 19, 61, "MATCH (A:Person:Director)-[:DIRECTED]->(B:Movie) RETURN A, B;"
2, 1, 11915, 118, 19, 101, "MATCH (A:Person:Director)-[:DIRECTED]->(B:Movie) RETURN A, B;"
2, 1, 11915, 132, 19, 29, "MATCH (A:Person:Director)-[:DIRECTED]->(B:Movie) RETURN A, B;"
2, 1, 11915, 157, 20, 31, "MATCH (A:Person:Director)-[:DIRECTED]->(B:Movie) RETURN A, B;"
2, 1, 11915, 116, 19, 27, "MATCH (A:Person:Director)-[:DIRECTED]->(B:Movie) RETURN A, B;"
2, 1, 11915, 158, 18, 25, "MATCH (A:Person:Director)-[:DIRECTED]->(B:Movie) RETURN A, B;"
2, 1, 11915, 126, 19, 57, "MATCH (A:Person:Director)-[:DIRECTED]->(B:Movie) RETURN A, B;"
2, 1, 11915, 195, 30, 38, "MATCH (A:Person:Director)-[:DIRECTED]->(B:Movie) RETURN A, B;"
2, 1, 11915, 129, 17, 29, "MATCH (A:Person:Director)-[:DIRECTED]->(B:Movie) RETURN A, B;"
2, 1, 11915, 178, 18, 35, "MATCH (A:Person:Director)-[:DIRECTED]->(B:Movie) RETURN A, B;"
2, 1, 11915, 140, 18, 28, "MATCH (A:Person:Director)-[:DIRECTED]->(B:Movie) RETURN A, B;"
2, 1, 11915, 163, 19, 30, "MATCH (A:Person:Director)-[:DIRECTED]->(B:Movie) RETURN A, B;"
2, 1, 94700, 147, 50, 175, "MATCH (A:Person:Actor)-[:ACTS_IN]->(B:Movie) RETURN A, B;"
2, 1, 94700, 153, 40, 142, "MATCH (A:Person:Actor)-[:ACTS_IN]->(B:Movie) RETURN A, B;"
2, 1, 94700, 132, 82, 192, "MATCH (A:Person:Actor)-[:ACTS_IN]->(B:Movie) RETURN A, B;"
2, 1, 94700, 159, 48, 157, "MATCH (A:Person:Actor)-[:ACTS_IN]->(B:Movie) RETURN A, B;"
2, 1, 94700, 163, 45, 183, "MATCH (A:Person:Actor)-[:ACTS_IN]->(B:Movie) RETURN A, B;"
2, 1, 94700, 168, 44, 155, "MATCH (A:Person:Actor)-[:ACTS_IN]->(B:Movie) RETURN A, B;"
2, 1, 94700, 165, 45, 161, "MATCH (A:Person:Actor)-[:ACTS_IN]->(B:Movie) RETURN A, B;"
2, 1, 94700, 185, 45, 161, "MATCH (A:Person:Actor)-[:ACTS_IN]->(B:Movie) RETURN A, B;"
2, 1, 94700, 162, 46, 155, "MATCH (A:Person:Actor)-[:ACTS_IN]->(B:Movie) RETURN A, B;"
2, 1, 11915, 158, 22, 26, "MATCH (A:Person:Director)-[:DIRECTED]->(B:Movie) RETURN A, B;"
2, 1, 11915, 148, 17, 42, "MATCH (A:Person:Director)-[:DIRECTED]->(B:Movie) RETURN A, B;"
2, 1, 11915, 160, 19, 25, "MATCH (A:Person:Director)-[:DIRECTED]->(B:Movie) RETURN A, B;"
2, 1, 94700, 170, 40, 165, "MATCH (A:Person:Actor)-[:ACTS_IN]->(B:Movie) RETURN A, B;"
2, 1, 94700, 151, 61, 140, "MATCH (A:Person:Actor)-[:ACTS_IN]->(B:Movie) RETURN A, B;"
